,Target Location,Time Zone (text),Home Team (text),Opponent (text),Game Time EST (text),Game Day (text),Game Time Actual (text),Week (text),Criteria ID
0,10001,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004056
1,10002,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004057
2,10003,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004058
3,10004,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004059
4,10005,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004060
5,10006,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004061
6,10007,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004062
7,10009,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004063
8,10010,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004064
9,10011,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004065
10,10012,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004066
11,10013,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004067
12,10014,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004068
13,10016,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004069
14,10017,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004070
15,10018,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004071
16,10019,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004072
17,10020,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004073
18,10021,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004074
19,10022,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004075
20,10023,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004076
21,10024,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004077
22,10025,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004078
23,10026,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004079
24,10027,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004080
25,10028,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004081
26,10029,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004082
27,10030,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004083
28,10031,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004084
29,10032,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004085
30,10033,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004086
31,10034,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004087
32,10035,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004088
33,10036,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004089
34,10037,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004090
35,10038,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004091
36,10039,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004092
37,10040,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004093
38,10043,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004095
39,10044,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004096
40,10045,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004097
41,10065,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004098
42,10069,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004099
43,10075,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004100
44,10080,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004101
45,10104,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004103
46,10105,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004104
47,10106,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004105
48,10107,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004106
49,10111,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004108
50,10112,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004109
51,10115,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004110
52,10119,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004112
53,10120,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004113
54,10123,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004115
55,10128,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004116
56,10154,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004119
57,10155,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004120
58,10165,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004122
59,10167,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004124
60,10168,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004125
61,10170,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004127
62,10173,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054644
63,10174,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004130
64,10176,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004132
65,10199,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004134
66,10270,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004136
67,10278,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004138
68,10280,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004140
69,10282,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004142
70,10301,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004144
71,10302,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004145
72,10303,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004146
73,10304,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004147
74,10305,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004148
75,10306,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004149
76,10307,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004150
77,10308,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004151
78,10309,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004152
79,10310,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004153
80,10312,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004155
81,10314,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004156
82,10451,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004157
83,10452,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004158
84,10453,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004159
85,10454,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004160
86,10455,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004161
87,10456,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004162
88,10457,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004163
89,10458,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004164
90,10459,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004165
91,10460,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004166
92,10461,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004167
93,10462,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004168
94,10463,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004169
95,10464,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004170
96,10465,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004171
97,10466,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004172
98,10467,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004173
99,10468,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004174
100,10469,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004175
101,10470,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004176
102,10471,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004177
103,10472,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004178
104,10473,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004179
105,10474,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004180
106,10475,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004181
107,10501,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004182
108,10502,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004183
109,10503,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004184
110,10504,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004185
111,10505,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004186
112,10506,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004187
113,10507,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004188
114,10509,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004189
115,10510,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004190
116,10511,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004191
117,10512,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004192
118,10514,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004193
119,10516,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004194
120,10517,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004195
121,10518,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004196
122,10519,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004197
123,10520,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004198
124,10522,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004199
125,10523,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004200
126,10524,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004201
127,10526,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004202
128,10527,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004203
129,10528,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004204
130,10530,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004205
131,10532,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004206
132,10533,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004207
133,10535,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004208
134,10536,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004209
135,10537,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004210
136,10538,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004211
137,10541,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004212
138,10542,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004213
139,10543,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004214
140,10545,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054647
141,10546,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004215
142,10547,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004216
143,10548,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004217
144,10549,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004218
145,10550,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004219
146,10552,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004220
147,10553,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004221
148,10560,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004222
149,10562,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004223
150,10566,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004224
151,10567,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004225
152,10570,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004226
153,10573,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004227
154,10576,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004228
155,10577,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004229
156,10578,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004230
157,10579,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004231
158,10580,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004232
159,10583,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004233
160,10588,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004234
161,10589,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004235
162,10590,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004236
163,10591,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004237
164,10594,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004238
165,10595,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004239
166,10596,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004240
167,10597,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004241
168,10598,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004242
169,10601,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004243
170,10603,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004244
171,10604,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004245
172,10605,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004246
173,10606,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004247
174,10607,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004248
175,10701,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004249
176,10703,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004250
177,10704,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004251
178,10705,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004252
179,10706,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004253
180,10707,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004254
181,10708,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004255
182,10709,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004256
183,10710,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004257
184,10801,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004258
185,10803,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004259
186,10804,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004260
187,10805,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004261
188,10901,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004262
189,10910,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054648
190,10913,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004263
191,10914,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004264
192,10916,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004265
193,10917,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004266
194,10918,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004267
195,10919,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004268
196,10920,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004269
197,10921,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004270
198,10922,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004271
199,10923,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004272
200,10924,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004273
201,10925,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004274
202,10926,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004275
203,10927,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004276
204,10928,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004277
205,10930,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004278
206,10931,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004279
207,10933,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004280
208,10940,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004281
209,10941,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004282
210,10950,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004283
211,10952,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004284
212,10953,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004285
213,10954,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004286
214,10956,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004287
215,10958,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004288
216,10960,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004289
217,10962,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004290
218,10963,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004291
219,10964,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004292
220,10965,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004293
221,10968,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004294
222,10969,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004295
223,10970,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004296
224,10973,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004297
225,10974,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004298
226,10975,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004299
227,10976,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004300
228,10977,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004301
229,10979,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054649
230,10980,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004302
231,10983,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004304
232,10984,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004305
233,10985,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004306
234,10986,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004307
235,10987,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004308
236,10988,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004309
237,10989,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004310
238,10990,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004311
239,10992,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004312
240,10993,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004313
241,10994,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004314
242,10996,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004315
243,10998,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004316
244,11001,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004317
245,11003,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004318
246,11004,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004319
247,11005,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004320
248,11010,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004321
249,11020,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004322
250,11021,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004323
251,11023,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004324
252,11024,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004325
253,11030,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004326
254,11040,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004327
255,11042,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004328
256,11050,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004329
257,11096,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004330
258,11101,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004331
259,11102,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004332
260,11103,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004333
261,11104,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004334
262,11105,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004335
263,11106,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004336
264,11109,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004337
265,11201,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004338
266,11203,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004339
267,11204,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004340
268,11205,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004341
269,11206,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004342
270,11207,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004343
271,11208,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004344
272,11209,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004345
273,11210,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004346
274,11211,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004347
275,11212,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004348
276,11213,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004349
277,11214,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004350
278,11215,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004351
279,11216,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004352
280,11217,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004353
281,11218,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004354
282,11219,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004355
283,11220,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004356
284,11221,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004357
285,11222,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004358
286,11223,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004359
287,11224,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004360
288,11225,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004361
289,11226,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004362
290,11228,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004363
291,11229,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004364
292,11230,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004365
293,11231,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004366
294,11232,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004367
295,11233,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004368
296,11234,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004369
297,11235,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004370
298,11236,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004371
299,11237,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004372
300,11238,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004373
301,11239,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004374
302,11249,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9073497
303,11252,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004378
304,11354,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004379
305,11355,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004380
306,11356,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004381
307,11357,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004382
308,11358,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004383
309,11359,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004384
310,11360,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004385
311,11361,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004386
312,11362,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004387
313,11363,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004388
314,11364,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004389
315,11365,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004390
